#fyear
1976
#lyear
2022
#fage
4
#lage
7
#h_low
82021 85476 78196 88114 88255 101477 98561 75248 80894 75544 63190 94449 117442 114344 148133 98926 116966 83196 105821 116961 90514 76391 87524 67641 58472 67548 68474 59592 85146 79785 80801 83876 86033 76219 62424 54805 20083 42401 9187 14616 28278 15231 20859 33760 31422 25458 32214
#h_up
8526 8231 5276 8188 8713 8922 8440 6897 8282 6383 7422 9794 10321 11809 16053 14222 14307 16315 16809 17957 14997 14990 12692 10189 9761 10927 13187 8510 15495 11991 13584 12984 12872 11715 8240 9224 3409 5087 2579 1988 2937 1439 1872 4744 4779 3293 5617
#minesc
9238 6748 22729 12119 2221 25242 1268 4611 6644 6164 1410 1424 12041 6099 13430 11906 26545 23408 9714 34206 22386 30082 4584 7890 12575 20903 35846 42737 89425 52923 68664 39995 32505 24958 10832 15689 6180 9159 22490 36387 25305 39255 25673 42157 20972 15529 18400
#minrun
99785 100455 106201 108421 99189 135641 108269 86756 95820 88091 72022 105667 139804 132252 177616 125054 157818 122919 132344 169124 127897 121463 104800 85720 80808 99378 117507 110839 190066 144699 163049 136855 131410 112892 81496 79718 29672 56647 34256 52991 56520 55925 48404 80661 57173 44280 56231
#mr_tr
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 115541 121276 125339 0 0 0 0 0
#mrsd_tr
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5336 16264 13985 0 0 0 0 0
#sonar
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 132971 162672 106265 102552 144997
#sonar_sd
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8795 12345 8123 9242 15309
#mr
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 125235 224519 174317 245043 130279 0 0 0 0 0 0 61255 87758 85762 95117 0 0 0 0 0
#mrsd
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25047 53884.56 32248.65 46558.17 26055.8 0 0 0 0 0 0 8193 8384 10262 13631 0 0 0 0 0
#amr
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100733 103161 146839 145373 165538 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#amrsd
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24267 18720 21980 15528 22660 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
#hmr
