"","Estimate","Std.Error"
"log_aesc",4.43178685978191,NA
"log_aesc.1",5.14259873322592,NA
"log_aesc.2",6.11334098929165,NA
"log_aesc.3",5.35082647353928,NA
"log_aesc.4",4.99212842249283,NA
"log_aesc.5",4.07518210014681,NA
"log_aesc.6",6.23214543967725,NA
"log_aesc.7",6.44363615470172,NA
"log_aesc.8",4.53663716474464,NA
"log_aesc.9",5.38390935486937,NA
"log_aesc.10",5.81470394476211,NA
"log_aesc.11",6.49598196454748,NA
"log_aesc.12",6.22639884420803,NA
"log_aesc.13",4.79898472987998,NA
"log_cvw",-1.08033644585326,NA
"log_cva",-0.460852231966919,NA
"log_q",-9.49028720506366,NA
"log_q.1",-10.0347086985975,NA
"log_cvq",-0.865415723446317,NA
"qs",1,NA
"mq",0.155975206436569,NA
"log_fl",0.90719196455125,NA
"log_fl.1",1.33176156855055,NA
"log_fl.2",1.11128559879063,NA
"log_fl.3",0.997597557190232,NA
"log_fl.4",1.4181304488074,NA
"log_fl.5",1.12545738441964,NA
"log_fl.6",0.37411934081514,NA
"log_fl.7",0.678676404270178,NA
"log_fl.8",0.765467638805098,NA
"log_fl.9",0.650272205790884,NA
"log_fl.10",0.675469626029181,NA
"log_fl.11",0.64965066114154,NA
"log_fl.12",0.572168041472381,NA
"log_fl.13",0.63129055981156,NA
"log_fl.14",0.596922151419914,NA
"log_fl.15",0.780808914726716,NA
"log_fl.16",0.800316958265842,NA
"log_fl.17",1.19137526655256,NA
"log_fl.18",1.33299672267104,NA
"log_fl.19",1.15784066062365,NA
"log_fl.20",1.21960176113865,NA
"log_fl.21",1.35258198476576,NA
"log_fl.22",0.779869127166611,NA
"log_fl.23",0.859516160271909,NA
"log_fl.24",0.784870700795842,NA
"log_fl.25",1.10817961545079,NA
"log_fl.26",1.18658461565308,NA
"log_fl.27",1.38281030778425,NA
"log_fl.28",1.43356680197923,NA
"log_fl.29",1.4265090066034,NA
"log_fl.30",1.35462574216411,NA
"log_fl.31",1.09790023034331,NA
"log_fl.32",0.908025439684374,NA
"log_fl.33",0.902325051877864,NA
"log_fl.34",0.593201065368906,NA
"log_fl.35",0.733087155667861,NA
"log_fl.36",1.37417995288571,NA
"log_fl.37",0.687321670563174,NA
"log_fl.38",2.25332562999143,NA
"log_fl.39",2.10229857157611,NA
"log_fl.40",1.58980214969332,NA
"log_fl.41",2.18736953326042,NA
"log_fl.42",2.01314027402506,NA
"log_fl.43",1.78590565129218,NA
"log_fl.44",1.4380976187751,NA
"log_fl.45",1.58599561149781,NA
"log_fl.46",1.58748028374911,NA
"log_fl.47",1.25050922933178,NA
"log_fu",2.64964713656272,NA
"log_fu.1",3.36184182419214,NA
"log_fu.2",3.40570137383578,NA
"log_fu.3",2.91106050333761,NA
"log_fu.4",3.45188325548145,NA
"log_fu.5",3.1618167759832,NA
"log_fu.6",1.66575030800067,NA
"log_fu.7",2.35848570498953,NA
"log_fu.8",2.41415499361013,NA
"log_fu.9",2.38336095361594,NA
"log_fu.10",2.10556777576211,NA
"log_fu.11",2.17733185067625,NA
"log_fu.12",2.17106142673281,NA
"log_fu.13",2.13828698848305,NA
"log_fu.14",2.02003154523763,NA
"log_fu.15",2.10817559666169,NA
"log_fu.16",2.30446188479921,NA
"log_fu.17",2.45864779774325,NA
"log_fu.18",2.86721387649308,NA
"log_fu.19",2.65278374514553,NA
"log_fu.20",2.66863692579957,NA
"log_fu.21",2.68071050766777,NA
"log_fu.22",2.09742261734565,NA
"log_fu.23",2.20239339510985,NA
"log_fu.24",1.96837119677087,NA
"log_fu.25",2.52906558671968,NA
"log_fu.26",2.4695865471338,NA
"log_fu.27",3.04024364185751,NA
"log_fu.28",2.86573218684673,NA
"log_fu.29",3.04663301639866,NA
"log_fu.30",2.83756365963809,NA
"log_fu.31",2.5577004524603,NA
"log_fu.32",2.29493419541869,NA
"log_fu.33",2.25712008565621,NA
"log_fu.34",1.81567614163033,NA
"log_fu.35",1.85756629006592,NA
"log_fu.36",2.85306134896719,NA
"log_fu.37",2.10958807303176,NA
"log_fu.38",3.41109910115182,NA
"log_fu.39",3.96321546702527,NA
"log_fu.40",3.17961790071208,NA
"log_fu.41",4.12468324941802,NA
"log_fu.42",3.75900686294255,NA
"log_fu.43",3.56493303546032,NA
"log_fu.44",3.0483705240191,NA
"log_fu.45",3.5024422769219,NA
"log_fu.46",3.44708921728974,NA
"log_fu.47",3.29422399579351,NA
"t_run",202881.468512913,NA
"t_run.1",323526.975550078,NA
"t_run.2",237731.749814063,NA
"t_run.3",239115.851120732,NA
"t_run.4",363889.385552593,NA
"t_run.5",312851.591484467,NA
"t_run.6",143506.674173786,NA
"t_run.7",148497.767005559,NA
"t_run.8",173609.099521114,NA
"t_run.9",145213.885404614,NA
"t_run.10",124524.018661715,NA
"t_run.11",181485.241351024,NA
"t_run.12",208337.535965127,NA
"t_run.13",214684.894089283,NA
"t_run.14",269243.92271884,NA
"t_run.15",216064.533682717,NA
"t_run.16",260208.193732947,NA
"t_run.17",273944.13813301,NA
"t_run.18",401544.181566192,NA
"t_run.19",371501.521041896,NA
"t_run.20",306992.107429733,NA
"t_run.21",295002.308658447,NA
"t_run.22",190897.673463949,NA
"t_run.23",159867.201856482,NA
"t_run.24",128560.096990026,NA
"t_run.25",204592.062631054,NA
"t_run.26",224312.155175683,NA
"t_run.27",237538.947865302,NA
"t_run.28",357386.969506308,NA
"t_run.29",332068.950646511,NA
"t_run.30",312491.836092496,NA
"t_run.31",251448.883861151,NA
"t_run.32",214218.060230346,NA
"t_run.33",188416.009232165,NA
"t_run.34",113198.40043923,NA
"t_run.35",113699.346244118,NA
"t_run.36",79095.4183725199,NA
"t_run.37",84385.087132698,NA
"t_run.38",87256.3831035623,NA
"t_run.39",119111.259694345,NA
"t_run.40",131397.181078895,NA
"t_run.41",131579.581495403,NA
"t_run.42",147841.669512783,NA
"t_run.43",201371.771267619,NA
"t_run.44",132353.785792937,NA
"t_run.45",125718.084611512,NA
"t_run.46",150239.60147249,NA
"t_run.47",119472.442424929,NA
"t_esc",112436.219387326,NA
"t_esc.1",229856.37994996,NA
"t_esc.2",154193.476562435,NA
"t_esc.3",142724.691209889,NA
"t_esc.4",267029.678736167,NA
"t_esc.5",202380.437861332,NA
"t_esc.6",36321.8389354784,NA
"t_esc.7",66247.75379774,NA
"t_esc.8",84554.9387966866,NA
"t_esc.9",63022.3448140441,NA
"t_esc.10",53704.7567940868,NA
"t_esc.11",76880.681507436,NA
"t_esc.12",80419.3266328628,NA
"t_esc.13",88649.1934244516,NA
"t_esc.14",104970.209654623,NA
"t_esc.15",102876.529136204,NA
"t_esc.16",129020.425476936,NA
"t_esc.17",174402.921828622,NA
"t_esc.18",278852.123744043,NA
"t_esc.19",236838.05481064,NA
"t_esc.20",201321.414848019,NA
"t_esc.21",203737.349409301,NA
"t_esc.22",90685.6602341431,NA
"t_esc.23",81994.7834352906,NA
"t_esc.24",60147.8799634383,NA
"t_esc.25",126117.06214032,NA
"t_esc.26",142651.161682463,NA
"t_esc.27",169436.951397797,NA
"t_esc.28",256668.093277821,NA
"t_esc.29",240333.889113091,NA
"t_esc.30",218275.898818816,NA
"t_esc.31",154588.884421458,NA
"t_esc.32",114939.535543664,NA
"t_esc.33",100269.797463087,NA
"t_esc.34",42407.8186790744,NA
"t_esc.35",49856.6544894741,NA
"t_esc.36",55673.529670804,NA
"t_esc.37",36858.4861288531,NA
"t_esc.38",75512.8038287004,NA
"t_esc.39",102571.990901343,NA
"t_esc.40",100245.246909264,NA
"t_esc.41",114926.101290113,NA
"t_esc.42",125109.182082757,NA
"t_esc.43",162869.513943293,NA
"t_esc.44",96147.7818487486,NA
"t_esc.45",96966.368416901,NA
"t_esc.46",115719.157867979,NA
"t_esc.47",82097.5494448482,NA
"t_runc",203495.836637338,NA
"t_runc.1",324782.944790297,NA
"t_runc.2",238574.285764759,NA
"t_runc.3",239895.719932807,NA
"t_runc.4",365348.475192791,NA
"t_runc.5",313957.428115285,NA
"t_runc.6",143705.142071267,NA
"t_runc.7",148859.754525861,NA
"t_runc.8",174071.120206641,NA
"t_runc.9",145558.24881341,NA
"t_runc.10",124817.46939213,NA
"t_runc.11",181905.328760221,NA
"t_runc.12",208776.959054414,NA
"t_runc.13",215169.286387359,NA
"t_runc.14",269817.495462369,NA
"t_runc.15",216626.66624638,NA
"t_runc.16",260913.180411126,NA
"t_runc.17",274897.101480248,NA
"t_runc.18",403067.870793651,NA
"t_runc.19",372795.63918567,NA
"t_runc.20",308092.157402249,NA
"t_runc.21",296115.559654559,NA
"t_runc.22",191393.193317729,NA
"t_runc.23",160315.233474641,NA
"t_runc.24",128888.75389794,NA
"t_runc.25",205281.184902751,NA
"t_runc.26",225091.62221155,NA
"t_runc.27",238464.776415976,NA
"t_runc.28",358789.441911785,NA
"t_runc.29",333382.17054571,NA
"t_runc.30",313684.527871846,NA
"t_runc.31",252293.580378844,NA
"t_runc.32",214846.10684432,NA
"t_runc.33",188963.898228608,NA
"t_runc.34",113430.123029734,NA
"t_runc.35",113971.770374667,NA
"t_runc.36",79399.6267689812,NA
"t_runc.37",84586.4873497769,NA
"t_runc.38",87668.9962269057,NA
"t_runc.39",119671.728216072,NA
"t_runc.40",131944.935927482,NA
"t_runc.41",132207.55470263,NA
"t_runc.42",148525.284578847,NA
"t_runc.43",202261.714369162,NA
"t_runc.44",132879.151486696,NA
"t_runc.45",126247.923183292,NA
"t_runc.46",150871.908058097,NA
"t_runc.47",119921.035571757,NA
"t_escc",113050.587511751,NA
"t_escc.1",231112.349190179,NA
"t_escc.2",155036.012513132,NA
"t_escc.3",143504.560021964,NA
"t_escc.4",268488.768376365,NA
"t_escc.5",203486.27449215,NA
"t_escc.6",36520.3068329589,NA
"t_escc.7",66609.7413180415,NA
"t_escc.8",85016.9594822137,NA
"t_escc.9",63366.7082228394,NA
"t_escc.10",53998.2075245016,NA
"t_escc.11",77300.7689166323,NA
"t_escc.12",80858.7497221501,NA
"t_escc.13",89133.5857225274,NA
"t_escc.14",105543.782398152,NA
"t_escc.15",103438.661699867,NA
"t_escc.16",129725.412155114,NA
"t_escc.17",175355.88517586,NA
"t_escc.18",280375.812971501,NA
"t_escc.19",238132.172954414,NA
"t_escc.20",202421.464820534,NA
"t_escc.21",204850.600405413,NA
"t_escc.22",91181.1800879224,NA
"t_escc.23",82442.8150534496,NA
"t_escc.24",60476.5368713515,NA
"t_escc.25",126806.184412017,NA
"t_escc.26",143430.62871833,NA
"t_escc.27",170362.779948471,NA
"t_escc.28",258070.565683298,NA
"t_escc.29",241647.10901229,NA
"t_escc.30",219468.590598167,NA
"t_escc.31",155433.580939151,NA
"t_escc.32",115567.582157638,NA
"t_escc.33",100817.68645953,NA
"t_escc.34",42639.5412695776,NA
"t_escc.35",50129.0786200231,NA
"t_escc.36",55977.7380672652,NA
"t_escc.37",37059.8863459319,NA
"t_escc.38",75925.4169520438,NA
"t_escc.39",103132.459423071,NA
"t_escc.40",100793.00175785,NA
"t_escc.41",115554.07449734,NA
"t_escc.42",125792.797148822,NA
"t_escc.43",163759.457044836,NA
"t_escc.44",96673.1475425076,NA
"t_escc.45",97496.2069886817,NA
"t_escc.46",116351.464453586,NA
"t_escc.47",82546.1425916756,NA
