"","Estimate","Std.Error"
"log_trun",12.1943735891527,0.126146530080015
"log_trun.1",12.662501129725,0.177259209085627
"log_trun.2",12.3613672769351,0.116066190506269
"log_trun.3",12.3704008674975,0.162432149796535
"log_trun.4",12.7852138701713,0.251835671405642
"log_trun.5",12.6373061007872,0.159440661636962
"log_trun.6",11.8684154423738,0.0680277030239902
"log_trun.7",11.8960178705699,0.101378650542085
"log_trun.8",12.0415150745268,0.119541321847713
"log_trun.9",11.8695821341666,0.102764569743431
"log_trun.10",11.7232528999851,0.146956112707409
"log_trun.11",12.0911075610361,0.112729974722098
"log_trun.12",12.2372943836518,0.0737198744418793
"log_trun.13",12.2700999947841,0.0992026725563246
"log_trun.14",12.4942076343835,0.0773663009257316
"log_trun.15",12.2734412054932,0.084543098076438
"log_trun.16",12.4551514155221,0.071984140179409
"log_trun.17",12.5091172888534,0.0995292284214509
"log_trun.18",12.898680844426,0.135411304799218
"log_trun.19",12.807784170329,0.108013611287183
"log_trun.20",12.6145557625178,0.118182383480861
"log_trun.21",12.5830740145294,0.101040166879274
"log_trun.22",12.1522682514969,0.135761373075964
"log_trun.23",11.9686902499244,0.103504596416763
"log_trun.24",11.7549193508017,0.0618434448062366
"log_trun.25",12.2191713940245,0.0830980667640917
"log_trun.26",12.3008287344455,0.0732367816402242
"log_trun.27",12.3443801186312,0.056132266812685
"log_trun.28",12.7932233702491,0.0623750981699134
"log_trun.29",12.6849332912747,0.0528892159557014
"log_trun.30",12.683777134505,0.0585193145512188
"log_trun.31",12.4281924150901,0.049146224582577
"log_trun.32",12.2557859029821,0.0592201203096047
"log_trun.33",12.1253808524921,0.0622260152492602
"log_trun.34",11.6271171226139,0.046141918912931
"log_trun.35",11.6358548004171,0.0528842243138049
"log_trun.36",11.2743609697231,0.0974756279771794
"log_trun.37",11.3282442597008,0.0498918632289367
"log_trun.38",11.337212846862,0.0744820371128551
"log_trun.39",11.7487466066217,0.0614637267584487
"log_trun.40",11.7898137941571,0.0687483468620475
"log_trun.41",11.7975908686669,0.0747042496805273
"log_trun.42",11.7789626039558,0.103263554135066
"log_trun.43",12.2253528245575,0.100493458615491
"log_trun.44",11.6936489331748,0.0856904627196888
"log_trun.45",11.6581166466408,0.117255160428299
"log_trun.46",11.6095140757865,0.107093419792279
"log_trun.47",11.7375042938584,0.0981190476663503
"log_trun.48",12.0353313209516,0.154451757394243
"log_wesc",2.68869695818722,0.0938722900762721
"log_wesc.1",5.02366976993025,0.0851021302678262
"log_wesc.2",3.86070860302185,0.103371214462627
"log_wesc.3",3.51489567543438,0.0804368329773268
"log_wesc.4",2.5907646068313,0.0759483997729684
"log_wesc.5",4.17617626008332,0.0898831056874224
"log_wesc.6",5.7628668415028,0.085659711696493
"log_wesc.7",3.06120714935532,0.122336359099423
"log_aesc",4.3948573323314,0.182210636643745
"log_aesc.1",5.11860844419912,0.125635369440618
"log_aesc.2",6.08823100229722,0.19152938565051
"log_aesc.3",5.32549535692204,0.115957773366364
"log_aesc.4",5.00687212020903,0.121250304116872
"log_aesc.5",4.05266103501307,0.12886536756735
"log_aesc.6",6.17832283721206,0.137361351591135
"log_aesc.7",6.36209211806793,0.127168480824398
"log_aesc.8",4.5252230227878,0.130744289708413
"log_aesc.9",5.32623521091759,0.122254531235582
"log_aesc.10",5.76385650210423,0.121251972761832
"log_aesc.11",6.47114486341792,0.155368185624959
"log_aesc.12",6.21157184242231,0.133821508248921
"log_aesc.13",4.79162656297942,0.11168080734146
"log_cvw",-1.11065546942056,0.0660922426058572
"log_cva",-0.441239360401103,0.0477273281009305
"log_q",-9.46503037708528,0.147703725034277
"log_q.1",-10.0234984630963,0.0852681054676413
"log_cvq",-0.866435813082746,0.135969621624546
"t_run",197673.822298083,24935.8667705567
"t_run.1",315685.306141933,55958.127686673
"t_run.2",233600.408099289,27113.1094687941
"t_run.3",235720.218876871,38288.5419026801
"t_run.4",356901.056672919,89880.4172326074
"t_run.5",307830.966360782,49080.7729489086
"t_run.6",142687.962180065,9706.73431628377
"t_run.7",146681.356559325,14870.3579876668
"t_run.8",169653.783969142,20280.6375921376
"t_run.9",142854.532203521,14680.384537794
"t_run.10",123408.207549146,18135.5904576116
"t_run.11",178279.45339001,20097.4382741253
"t_run.12",206342.849780894,15211.5689778271
"t_run.13",213224.311198389,21152.4215248617
"t_run.14",266787.471728984,20640.3598209997
"t_run.15",213937.930062014,18086.975403503
"t_run.16",256568.615725797,18468.8712000427
"t_run.17",270794.981806508,26952.0155996026
"t_run.18",399784.465424146,54135.3361015414
"t_run.19",365048.014441766,39430.154333071
"t_run.20",300906.770295984,35561.8793191072
"t_run.21",291581.261048479,29461.4192752074
"t_run.22",189523.489600252,25729.9691782785
"t_run.23",157737.927778888,16326.6005543703
"t_run.24",127378.640464763,7877.53392107604
"t_run.25",202636.982580929,16838.7415073841
"t_run.26",219878.133770023,16103.1668703752
"t_run.27",229665.715229347,12891.6572049798
"t_run.28",359771.134314205,22440.7598215496
"t_run.29",322846.833896619,17075.1159185727
"t_run.30",322473.788035342,18870.9450365632
"t_run.31",249744.185532861,12273.9838303908
"t_run.32",210193.939087497,12447.7103611113
