"","Estimate","Std.Error"
"log_trun",12.2303899239539,0.130179407456035
"log_trun.1",12.6997099073453,0.177058164569913
"log_trun.2",12.3937144164578,0.11699510137549
"log_trun.3",12.3993723703116,0.166651101017127
"log_trun.4",12.8153065500289,0.251461725697692
"log_trun.5",12.6684197991721,0.162226740268653
"log_trun.6",11.8802461874792,0.0764001106753782
"log_trun.7",11.9178364009099,0.104497455650394
"log_trun.8",12.073593395319,0.125271340070514
"log_trun.9",11.8963723491183,0.107960336702591
"log_trun.10",11.7439721050982,0.149227259900173
"log_trun.11",12.1191407450748,0.11656262135506
"log_trun.12",12.2563005417111,0.0795794950906186
"log_trun.13",12.2857296395646,0.102675020835391
"log_trun.14",12.5128355599771,0.0829922735073374
"log_trun.15",12.2944485698615,0.0885938185951485
"log_trun.16",12.480972763184,0.0759700522642855
"log_trun.17",12.5372309204434,0.100726559344948
"log_trun.18",12.9215472010325,0.135999800938059
"log_trun.19",12.8394671065946,0.109074343791649
"log_trun.20",12.6485702693731,0.120510998269873
"log_trun.21",12.6116611906876,0.101608471388458
"log_trun.22",12.1702426619195,0.137545881730083
"log_trun.23",11.9957089100011,0.108024014130675
"log_trun.24",11.7763869219932,0.0660239641951909
"log_trun.25",12.2445438968864,0.0850200673815032
"log_trun.26",12.3346892868748,0.0739630178165591
"log_trun.27",12.3603301546379,0.0557722889303052
"log_trun.28",12.8181998220729,0.0613033651564973
"log_trun.29",12.7003460446063,0.0524017045874369
"log_trun.30",12.7088900937872,0.0573520480562049
"log_trun.31",12.4424070690185,0.0490777672662255
"log_trun.32",12.2870371961764,0.061684504965637
"log_trun.33",12.1582525461451,0.0651148847314729
"log_trun.34",11.6460724850656,0.0538820782540543
"log_trun.35",11.6527580742778,0.0583927758910577
"log_trun.36",11.2973053777625,0.0984439123300094
"log_trun.37",11.35261039916,0.0554893065320473
"log_trun.38",11.3647221506324,0.0734823667870812
"log_trun.39",11.7666903823522,0.0608395417214606
"log_trun.40",11.8095026358226,0.0681748169973221
"log_trun.41",11.8294362300873,0.0729069662870487
"log_trun.42",11.9083818447738,0.0504940750430955
"log_trun.43",12.2181721135939,0.0535193161564213
"log_trun.44",11.7986997900244,0.0498206192431707
"log_trun.45",11.746554377687,0.0622788702639262
"log_trun.46",11.9249748023302,0.0705002479562328
"log_trun.47",11.6967514594561,0.0591368829235095
"log_wesc",2.74996342916189,0.0903031649379825
"log_wesc.1",5.06244795393082,0.082954756816748
"log_wesc.2",3.94582436551991,0.0964883541109196
"log_wesc.3",3.55353106432605,0.0742047572018621
"log_wesc.4",2.65285400087536,0.0691320140779451
"log_wesc.5",4.21570153603357,0.0879695353970832
"log_wesc.6",5.81051975217937,0.0790795941585061
"log_wesc.7",3.15740462537372,0.113209529987091
"log_aesc",4.44723709418532,0.177524550462141
"log_aesc.1",5.16466648717189,0.1205528238513
"log_aesc.2",6.1282408541031,0.18788670855561
"log_aesc.3",5.37211951341842,0.110632413708968
"log_aesc.4",5.015350755714,0.118016533538314
"log_aesc.5",4.09649314187337,0.123222965913424
"log_aesc.6",6.25510428347469,0.134735957691656
"log_aesc.7",6.46481487001206,0.124053927510676
"log_aesc.8",4.56355257108436,0.127546780644731
"log_aesc.9",5.40407932256471,0.118319088331922
"log_aesc.10",5.83521062115913,0.117774842074138
"log_aesc.11",6.51548946372247,0.149532306845375
"log_aesc.12",6.24690547664924,0.130529690335001
"log_aesc.13",4.82152780763437,0.107386106824031
"log_cvw",-1.08807662043024,0.0667368601280427
"log_cva",-0.455407957734432,0.0479125672449728
"log_q",-9.50167290466023,0.147206720543575
"log_q.1",-10.0476390708382,0.0841792080403279
"log_cvq",-0.867159444024993,0.136424552247415
"log_fl",0.91718806038873,0.13256561075112
"log_fl.1",1.34443483717663,0.180906197785548
"log_fl.2",1.12612847877253,0.121222521698754
"log_fl.3",1.01229627944439,0.169604079459593
"log_fl.4",1.42882026552019,0.254484219491518
"log_fl.5",1.14041870418022,0.165736489299792
"log_fl.6",0.380179042616338,0.0708561009858825
"log_fl.7",0.688182078262898,0.105185555042259
"log_fl.8",0.774474314137557,0.126564470101804
"log_fl.9",0.660686388080063,0.108625442295951
"log_fl.10",0.68720573910141,0.150626038303649
"log_fl.11",0.659866389821885,0.117369461555172
"log_fl.12",0.581531177789966,0.0783439638271682
"log_fl.13",0.640054396308489,0.102630202411829
"log_fl.14",0.606359173959529,0.082227583927927
"log_fl.15",0.791915635383508,0.0904458248087189
"log_fl.16",0.812038301135839,0.0781370807083213
"log_fl.17",1.20794790875719,0.106005591995089
"log_fl.18",1.35150165478883,0.140899985292064
"log_fl.19",1.1719821397761,0.113524755495553
"log_fl.20",1.23361788179446,0.125404328348986
"log_fl.21",1.36950038040412,0.107638684878365
"log_fl.22",0.79060365775467,0.139243442538719
"log_fl.23",0.873137088038581,0.110567335818208
"log_fl.24",0.797127697688984,0.0683418968296682
"log_fl.25",1.12395023792915,0.0900130322032421
"log_fl.26",1.20047990793389,0.0803992175630064
"log_fl.27",1.37104433508795,0.0708267406497231
"log_fl.28",1.46304260014598,0.0749011246472003
"log_fl.29",1.42010012223689,0.0685525103425653
"log_fl.30",1.39956691918123,0.0722552537734063
"log_fl.31",1.10651306251149,0.0642363706225944
"log_fl.32",0.920347402977173,0.066109852221216
"log_fl.33",0.914186597122489,0.0692367387854392
"log_fl.34",0.602356247232252,0.0520042615194152
"log_fl.35",0.744494231691195,0.0595449351911002
"log_fl.36",1.3930450467146,0.104521611412756
"log_fl.37",0.696765178775433,0.0558860029401388
"log_fl.38",2.24305989510335,0.0869927760493459
"log_fl.39",2.17858365578269,0.0773403320132518
"log_fl.40",1.61242790935968,0.0813671727383655
"log_fl.41",2.22890651763933,0.0864385475227538
"log_fl.42",2.01762494290338,0.0662005032758355
"log_fl.43",1.79116982053801,0.0672934812962346
"log_fl.44",1.44356348726936,0.0616443090410789
"log_fl.45",1.59075315217597,0.0731980046974375
"log_fl.46",1.59246834675878,0.080320099226599
"log_fl.47",1.25641975706606,0.0676200218473374
"log_fu",2.66636794626312,0.219606646847682
"log_fu.1",3.3790213159698,0.24389270857859
"log_fu.2",3.42772179648928,0.178449491825062
"log_fu.3",2.93422003857587,0.265085003973483
"log_fu.4",3.46597528767786,0.334030939466103
"log_fu.5",3.18386306522203,0.242502717717713
"log_fu.6",1.68508132703663,0.221370002367612
"log_fu.7",2.37768979494096,0.209658763206221
"log_fu.8",2.43095080563818,0.233402865897177
"log_fu.9",2.40501640918494,0.222707089801386
"log_fu.10",2.12930675004916,0.300802392541532
"log_fu.11",2.19859178535278,0.240774865074858
"log_fu.12",2.19244303041343,0.175538791930009
"log_fu.13",2.15695220790269,0.215232562813173
"log_fu.14",2.040928991415,0.178533254267443
"log_fu.15",2.12858203680711,0.163088134263661
"log_fu.16",2.32565366939434,0.138490186149118
"log_fu.17",2.48235016104139,0.149465842767221
"log_fu.18",2.89223742196847,0.188924311018001
"log_fu.19",2.67335148274447,0.163275003086059
"log_fu.20",2.68845061412998,0.175433698944463
"log_fu.21",2.70346599257361,0.143045645100745
"log_fu.22",2.11716890970241,0.252918266877812
"log_fu.23",2.22588872805728,0.18788480496394
"log_fu.24",1.99077702635069,0.1212322639015
"log_fu.25",2.55251877680851,0.131885004697104
"log_fu.26",2.4895266829813,0.113213687626193
"log_fu.27",3.01937525805548,0.0894866011217976
"log_fu.28",2.9060213048728,0.0932132938734125
"log_fu.29",3.03280646730479,0.0848965423778121
"log_fu.30",2.90734797241746,0.0905212678556416
"log_fu.31",2.56958191049746,0.0881324111788571
"log_fu.32",2.31547050705976,0.107236325116232
"log_fu.33",2.27698231573327,0.112958790625427
"log_fu.34",1.83604005372894,0.111127134771025
"log_fu.35",1.87943805518462,0.109967075886702
"log_fu.36",2.87826246581686,0.138137961805985
"log_fu.37",2.12851472256761,0.108420517664485
"log_fu.38",3.39845963529674,0.0956293730338373
"log_fu.39",4.051908758597,0.0847439964427881
"log_fu.40",3.20871062688453,0.0981802613120629
"log_fu.41",4.17181343508857,0.095469340432479
"log_fu.42",3.76425245051778,0.0761982442127799
"log_fu.43",3.57132888185353,0.0804707906118508
"log_fu.44",3.05568398409467,0.0802948938409482
"log_fu.45",3.50847722227398,0.0917292509358701
"log_fu.46",3.45340895518811,0.100712087647718
"log_fu.47",3.30256465822498,0.094103281511629
"t_run",204923.070933792,26676.7639482319
"t_run.1",327652.838404146,58013.6101839605
"t_run.2",241280.253984999,28228.607774879
"t_run.3",242649.275806882,40437.7689742254
"t_run.4",367804.398501091,92488.728766286
"t_run.5",317559.28337365,51516.6073837565
"t_run.6",144386.092356124,11031.1134359932
"t_run.7",149916.897203482,15665.9343167656
"t_run.8",175184.221819128,21945.5622264924
"t_run.9",146733.361170401,15841.3830774593
"t_run.10",125991.800081575,18801.4110960639
"t_run.11",183347.904610301,21371.5123813342
"t_run.12",210302.140869161,16735.738186844
"t_run.13",216583.111493416,22237.6754851802
"t_run.14",271803.745233551,22557.6107647416
"t_run.15",218479.740820371,19355.954524955
"t_run.16",263279.836652383,20001.3829506141
"t_run.17",278516.037074889,28053.9621369434
"t_run.18",409031.398502264,55628.1887737239
"t_run.19",376798.976955576,41099.1011527942
"t_run.20",311318.02882134,37517.2464326689
"t_run.21",300037.033400387,30486.3043237411
